release_year,sentiment
9999,Mostly Positive
9999,Positive
2016,Very Positive
2016,Mostly Positive
2012,Positive
2016,Very Positive
2016,Mixed
2016,Mixed
2016,Mixed
2016,Mixed
2016,Very Positive
2016,Mixed
9999,Mostly Positive
2016,Mixed
9999,Very Positive
9999,Very Positive
9999,Positive
9999,Positive
9999,Mixed
2016,Mostly Negative
9999,Positive
9999,Positive
2016,Very Positive
2016,Negative
2016,Positive
2016,Mixed
2016,Mostly Positive
2016,Positive
2016,Very Positive
2016,Positive
2016,Very Positive
2016,Positive
2016,Very Positive
2016,Mixed
2016,Mostly Positive
2016,Overwhelmingly Positive
2016,Very Positive
2016,Very Positive
2016,Mostly Positive
2016,Very Positive
2016,Mostly Positive
2016,Mostly Positive
2016,Mixed
2003,Mixed
2016,Very Positive
2016,Mixed
2016,Positive
2016,Positive
2016,Positive
2016,Positive
9999,Positive
2016,Positive
9999,Positive
9999,Very Positive
2016,Mixed
2016,Positive
2016,Positive
2016,Positive
2016,Positive
2016,Mostly Positive
2016,Mixed
2016,Positive
2016,Positive
2016,Very Positive
2016,Mixed
2016,Mostly Positive
2016,Positive
2016,Mixed
2016,Mostly Positive
2016,Positive
2016,Mostly Positive
9999,Positive
2016,Mixed
2016,Mostly Negative
2016,Mixed
2016,Mostly Positive
9999,Positive
2016,Mixed
2016,Mostly Positive
2016,Very Positive
2016,Mostly Negative
9999,Very Positive
9999,Positive
2016,Positive
2016,Very Positive
2016,Mixed
2016,Mixed
2016,Mixed
2016,Mixed
2016,Mixed
2016,Positive
2016,Mixed
2016,Very Positive
2016,Mixed
2016,Positive
9999,Mixed
2014,Mostly Positive
2016,Very Positive
2016,Positive
2016,Mostly Positive
2016,Very Positive
2016,Very Positive
2016,Mixed
2016,Mostly Positive
2016,Positive
2016,Mixed
2016,Positive
2016,Mixed
2016,Mixed
9999,Mixed
2016,Positive
2016,Positive
2016,Mixed
2016,Mixed
2016,Mixed
2017,Positive
2016,Positive
2016,Very Positive
2016,Very Positive
9999,Positive
2016,Positive
2016,Very Positive
9999,Mixed
2016,Positive
2016,Mixed
2016,Positive
2016,Very Positive
2016,Very Positive
2016,Very Positive
9999,Very Positive
2016,Mostly Positive
2016,Positive
2016,Overwhelmingly Positive
2016,Mostly Positive
2016,Mixed
2016,Mostly Positive
2016,Mostly Positive
2016,Positive
9999,Very Positive
2016,Mixed
2016,Positive
2016,Mostly Positive
2016,Very Positive
2016,Positive
2016,Mixed
2016,Positive
2016,Mostly Negative
2016,Mostly Negative
2016,Very Positive
9999,Mixed
2016,Positive
2016,Mostly Negative
2016,Positive
2016,Very Positive
2016,Positive
2016,Very Positive
2016,Very Positive
2016,Positive
2016,Very Positive
2016,Positive
9999,Overwhelmingly Positive
2016,Mostly Negative
2016,Mostly Negative
2016,Mixed
2016,Mixed
2016,Mixed
9999,Mixed
2016,Positive
2016,Positive
2016,Very Positive
9999,Mixed
2016,Mixed
2016,Mixed
2016,Positive
2016,Mostly Positive
2016,Mostly Negative
2016,Very Positive
2016,Mostly Positive
2016,Positive
2008,Mixed
2016,Mostly Negative
9999,Negative
2016,Positive
2016,Very Positive
2016,Positive
2016,Mostly Positive
2016,Very Positive
2016,Mixed
2016,Mixed
2016,Mixed
2016,Mostly Negative
2016,Mostly Positive
9999,Very Positive
2016,Mostly Positive
2016,Mixed
2016,Mixed
2016,Mostly Negative
2016,Mostly Positive
2016,Positive
2016,Positive
2016,Positive
2016,Positive
9999,Positive
2016,Positive
2016,Mostly Negative
2016,Mostly Positive
9999,Positive
2016,Positive
2016,Very Positive
2016,Mixed
2016,Positive
2016,Very Positive
9999,Positive
2016,Positive
2016,Mixed
2016,Positive
2016,Mixed
2016,Very Positive
2016,Mostly Negative
2016,Positive
2016,Positive
9999,Very Positive
2016,Positive
2016,Negative
2016,Very Positive
9999,Positive
2016,Very Positive
2016,Very Positive
9999,Very Positive
2016,Very Positive
2016,Positive
2016,Mostly Positive
2016,Mixed
2016,Positive
9999,Mixed
2016,Mixed
2016,Positive
2016,Mostly Negative
2016,Very Negative
2016,Mixed
2016,Positive
2016,Very Positive
2016,Mixed
2016,Mixed
2016,Very Positive
2016,Positive
2016,Positive
2016,Mostly Negative
2016,Positive
9999,Mixed
9999,Mostly Positive
2016,Mostly Positive
2016,Mostly Positive
9999,Mixed
2016,Positive
2016,Mixed
2016,Positive
2016,Very Positive
2016,Very Positive
2016,Very Positive
9999,Mostly Positive
2016,Mixed
9999,Very Positive
2016,Positive
2016,Mixed
2016,Mostly Positive
2016,Mixed
9999,Positive
9999,Very Positive
9999,Mostly Negative
2016,Mostly Negative
2016,Positive
2016,Positive
2016,Mixed
2016,Mixed
2016,Very Positive
2016,Mixed
9999,Positive
2016,Mostly Negative
2016,Very Positive
2016,Mixed
2016,Mostly Positive
2016,Positive
2016,Mixed
9999,Mostly Positive
2016,Mostly Negative
2016,Negative
9999,Very Positive
2016,Mostly Positive
2016,Mostly Positive
2016,Very Positive
2016,Mixed
2016,Positive
2016,Positive
9999,Positive
2016,Mixed
2016,Mixed
2016,Mixed
2016,Mixed
2016,Mixed
2016,Mixed
2016,Mixed
2016,Mixed
2016,Positive
9999,Positive
2016,Very Positive
2016,Positive
2016,Mixed
2016,Mixed
2016,Very Positive
2016,Mostly Positive
2016,Very Positive
2012,Mixed
9999,Mixed
2016,Positive
2016,Mixed
2016,Mixed
9999,Mixed
2016,Positive
2016,Mixed
9999,Mixed
2016,Mostly Negative
2016,Very Positive
2016,Positive
2016,Very Positive
9999,Mixed
9999,Mixed
2016,Mixed
2016,Mostly Negative
2016,Positive
2016,Mixed
2016,Very Positive
2016,Very Positive
2016,Positive
2016,Mostly Positive
2016,Mostly Negative
2016,Mixed
2015,Very Positive
2016,Very Positive
9999,Mostly Positive
2016,Mixed
2016,Mixed
2016,Mixed
2016,Mostly Positive
2016,Mixed
2016,Positive
9999,Positive
2016,Mixed
9999,Mostly Positive
2016,Overwhelmingly Positive
2016,Very Positive
2016,Very Positive
2016,Mixed
2016,Mostly Negative
2016,Positive
2016,Mostly Positive
2016,Very Positive
2016,Positive
2016,Positive
2016,Very Positive
9999,Positive
2016,Mostly Negative
2016,Mostly Positive
2016,Positive
2016,Mixed
2016,Very Positive
2016,Mostly Positive
2016,Mixed
2016,Mostly Negative
2016,Positive
2016,Very Positive
2016,Mostly Negative
2016,Mixed
2016,Very Positive
2016,Mostly Negative
9999,Mostly Negative
9999,Mostly Positive
2015,Positive
2016,Positive
9999,Positive
2016,Mixed
2016,Positive
9999,Positive
2016,Mixed
2016,Positive
2016,Mostly Positive
2016,Positive
2016,Very Positive
2016,Positive
2016,Mostly Positive
2016,Very Positive
2016,Very Positive
2016,Mostly Positive
2016,Mostly Positive
2016,Mixed
2016,Positive
2016,Very Positive
2016,Mostly Positive
9999,Very Positive
2016,Mostly Positive
2016,Mostly Negative
2016,Mixed
2016,Very Positive
2016,Mostly Positive
2016,Very Positive
2016,Mixed
2016,Positive
2016,Mostly Negative
2016,Very Positive
2016,Very Positive
2016,Positive
9999,Very Positive
2016,Mixed
2016,Very Positive
9999,Very Positive
2016,Positive
2016,Mostly Positive
2016,Mixed
9999,Mostly Positive
2016,Very Positive
2016,Mostly Positive
2016,Mixed
2016,Mixed
2016,Positive
2016,Very Positive
2016,Mostly Negative
2016,Positive
2016,Mixed
2016,Mixed
2016,Positive
2016,Overwhelmingly Positive
9999,Very Positive
9999,Very Positive
2016,Very Positive
2016,Mixed
2016,Mostly Positive
2016,Very Positive
2016,Very Positive
2016,Positive
2016,Very Positive
2016,Mixed
2016,Mostly Positive
2016,Very Positive
2016,Mixed
2016,Very Positive
2016,Mixed
2016,Mostly Positive
2016,Positive
2016,Very Positive
2016,Positive
2016,Mixed
9999,Positive
9999,Positive
2016,Mixed
2016,Very Positive
2016,Very Positive
2015,Positive
2016,Very Positive
2016,Positive
2016,Positive
2016,Mixed
2016,Mostly Positive
2016,Mostly Positive
2016,Positive
2016,Positive
2016,Positive
2016,Positive
2016,Very Positive
2016,Very Positive
2016,Positive
2016,Very Positive
2016,Very Positive
2016,Very Positive
2016,Positive
2016,Positive
2016,Mixed
2016,Mostly Negative
2016,Mixed
2017,Positive
2016,Positive
9999,Mostly Negative
2016,Mixed
2016,Mixed
2016,Mostly Negative
2016,Mixed
2016,Mostly Positive
2016,Mixed
2016,Very Positive
9999,Positive
2016,Positive
9999,Mostly Positive
2016,Very Positive
2013,Mixed
2016,Positive
2016,Positive
2016,Mostly Positive
2016,Mostly Positive
2016,Very Positive
2016,Positive
2016,Mixed
2016,Positive
2016,Mostly Positive
2016,Mostly Positive
2016,Very Positive
2016,Overwhelmingly Positive
2016,Very Positive
2016,Very Positive
2016,Mostly Positive
2016,Mixed
2016,Mixed
9999,Positive
2016,Mostly Negative
9999,Very Positive
2016,Mixed
2016,Mostly Positive
2016,Mostly Positive
2016,Very Positive
2016,Positive
2016,Mostly Positive
2016,Positive
2016,Very Positive
2016,Very Positive
2016,Mixed
2016,Mixed
2016,Mostly Positive
9999,Positive
2016,Positive
2016,Positive
2016,Very Positive
9999,Mixed
2016,Overwhelmingly Positive
2016,Very Positive
2016,Mixed
2016,Positive
2016,Mostly Positive
2016,Positive
2016,Very Positive
2016,Very Positive
2016,Overwhelmingly Positive
2016,Mostly Positive
2016,Mixed
2016,Very Positive
9999,Positive
9999,Mostly Positive
9999,Mixed
9999,Positive
2016,Mixed
2012,Positive
2016,Mostly Positive
9999,Mixed
2016,Mostly Negative
2016,Mostly Positive
2006,Positive
2016,Mostly Positive
2016,Very Positive
2016,Very Positive
2016,Mixed
2016,Very Positive
9999,Overwhelmingly Positive
2018,Very Positive
2016,Mostly Positive
2016,Mostly Positive
2016,Positive
2016,Very Positive
2016,Mixed
2016,Positive
2016,Mostly Positive
2016,Very Positive
2016,Mostly Positive
9999,Very Positive
2016,Mostly Positive
2016,Mostly Positive
2016,Very Positive
2016,Mostly Positive
2016,Very Positive
2016,Positive
2016,Mostly Positive
2016,Positive
9999,Positive
2016,Mixed
2016,Mixed
2016,Mixed
9999,Positive
2016,Mostly Positive
2016,Mostly Positive
9999,Mixed
2016,Mixed
2015,Mostly Positive
9999,Positive
2016,Mixed
2016,Mixed
2016,Mostly Positive
2016,Positive
2014,Mostly Positive
2016,Mixed
2016,Mixed
2016,Mixed
2016,Mixed
2016,Mostly Positive
2016,Positive
2016,Overwhelmingly Positive
2016,Positive
2016,Positive
2016,Mixed
2016,Mixed
2016,Mixed
9999,Very Positive
9999,Very Positive
2016,Mixed
2016,Mostly Positive
2016,Positive
2016,Mixed
2016,Mixed
2016,Mixed
2016,Positive
2016,Very Positive
2016,Mostly Positive
9999,Mostly Positive
2016,Very Positive
2016,Very Positive
2016,Mostly Negative
2016,Positive
2016,Positive
2016,Mostly Positive
2016,Mixed
2016,Mostly Positive
2016,Positive
2016,Positive
2016,Mixed
2016,Positive
9999,Positive
2016,Positive
2017,Mostly Positive
2016,Mixed
2016,Very Positive
2016,Mostly Positive
2016,Mixed
2015,Mostly Negative
2016,Positive
2016,Mostly Positive
2016,Very Positive
2016,Mixed
2016,Mixed
9999,Mixed
2016,Mostly Positive
2016,Mixed
2016,Mixed
9999,Positive
2016,Mixed
2016,Mixed
9999,Positive
2016,Positive
2016,Mostly Positive
2016,Mostly Positive
2016,Mixed
2006,Mixed
2016,Positive
2016,Mostly Positive
2016,Mixed
2016,Mixed
2016,Mixed
2016,Very Positive
2016,Mostly Positive
2016,Positive
9999,Positive
2016,Overwhelmingly Positive
9999,Positive
2016,Very Positive
2016,Mixed
9999,Positive
2016,Mixed
2016,Very Positive
2016,Mostly Positive
2016,Positive
2016,Positive
2016,Positive
2016,Positive
2016,Mixed
2016,Negative
9999,Mostly Positive
9999,Mostly Positive
2016,Mostly Positive
2016,Mostly Negative
2016,Mostly Positive
2012,Mostly Positive
2016,Mostly Negative
2016,Very Positive
2016,Very Positive
2016,Mostly Positive
2016,Mostly Positive
2016,Mixed
2016,Mixed
2014,Very Positive
2005,Mixed
9999,Very Positive
9999,Mixed
2016,Mostly Negative
2016,Positive
2016,Mixed
2016,Positive
2016,Positive
2016,Mixed
2016,Mixed
2016,Positive
1984,Positive
2016,Very Positive
2016,Mixed
2016,Mixed
2016,Positive
2016,Very Positive
2016,Mostly Negative
2016,Very Positive
2016,Mixed
2016,Very Positive
2016,Positive
2016,Mostly Positive
2016,Positive
2016,Very Positive
2010,Overwhelmingly Positive
9999,Mixed
2016,Very Positive
9999,Mixed
2016,Mixed
2016,Positive
2016,Mostly Positive
2016,Very Positive
2012,Mixed
9999,Positive
2016,Very Positive
2016,Mixed
2016,Mostly Positive
2016,Mostly Positive
9999,Mixed
2015,Very Positive
2016,Positive
2016,Mostly Negative
2016,Mixed
2016,Mixed
2016,Very Positive
9999,Mixed
2016,Mixed
2016,Mixed
2016,Mostly Positive
2016,Positive
2016,Positive
9999,Mixed
2016,Mostly Negative
2016,Mixed
2016,Mostly Positive
2016,Mixed
9999,Mixed
2016,Very Positive
2016,Mixed
2016,Mixed
2016,Mixed
2016,Overwhelmingly Positive
2016,Mixed
2016,Mixed
2003,Mixed
2016,Very Positive
2016,Very Positive
9999,Mostly Positive
2016,Mixed
9999,Positive
2016,Positive
2016,Very Positive
2016,Mixed
2016,Mostly Positive
2016,Positive
2015,Mostly Positive
2016,Mixed
2016,Mixed
2016,Positive
2016,Very Positive
2016,Very Positive
9999,Very Positive
2016,Very Positive
9999,Mostly Positive
2016,Mixed
2016,Very Positive
2016,Mixed
2016,Positive
2016,Mixed
2016,Mostly Positive
2016,Very Positive
2016,Mostly Positive
9999,Positive
2016,Positive
2006,Positive
9999,Mixed
2016,Positive
2016,Very Positive
2016,Negative
2016,Positive
2016,Very Positive
2016,Mostly Positive
9999,Very Positive
2016,Positive
2016,Mixed
2016,Very Positive
2016,Mostly Positive
2016,Mixed
2016,Positive
9999,Mostly Positive
9999,Very Positive
9999,Positive
2016,Very Positive
2016,Mostly Negative
2016,Positive
2016,Mixed
2016,Mixed
2016,Mostly Negative
2016,Mostly Positive
2016,Positive
2016,Very Positive
2016,Mostly Positive
2016,Mostly Positive
9999,Mostly Positive
2016,Mostly Positive
2012,Positive
2016,Mixed
2016,Mixed
2016,Very Positive
9999,Very Positive
9999,Mixed
9999,Very Positive
2016,Mostly Negative
2016,Very Positive
2016,Very Positive
2016,Mostly Positive
2016,Very Positive
2016,Mostly Negative
2016,Mixed
2016,Positive
2016,Very Positive
2016,Mostly Negative
2016,Mostly Positive
9999,Very Positive
2016,Mixed
2016,Mixed
2016,Mixed
2016,Mixed
2016,Mostly Positive
2016,Very Positive
2016,Mostly Positive
9999,Very Positive
2016,Positive
9999,Mixed
2016,Mixed
2016,Very Positive
2016,Mixed
2016,Very Positive
2016,Mostly Positive
2016,Positive
2016,Mixed
2016,Mostly Positive
2015,Positive
2016,Positive
9999,Very Positive
2017,Mostly Positive
9999,Mostly Positive
2016,Positive
2016,Mixed
9999,Very Positive
2016,Mostly Negative
2016,Very Positive
2016,Mixed
9999,Positive
2016,Mixed
2016,Mixed
2016,Positive
2016,Positive
2016,Very Positive
9999,Positive
9999,Very Positive
2016,Mostly Positive
2016,Mixed
2016,Mixed
2016,Mixed
2016,Positive
2016,Mostly Positive
2016,Mixed
2016,Mixed
2016,Very Positive
2016,Negative
2016,Mixed
2016,Very Positive
2016,Mixed
2016,Mostly Positive
2016,Very Positive
2016,Very Positive
9999,Mostly Positive
2016,Positive
2016,Very Positive
2016,Mixed
9999,Mixed
2016,Very Positive
2016,Positive
2016,Positive
2016,Positive
2016,Mixed
2016,Negative
2016,Very Positive
2016,Very Positive
2016,Mostly Positive
2014,Mostly Positive
2016,Mixed
2016,Very Positive
2016,Mixed
2016,Mostly Positive
2016,Positive
2016,Mixed
2016,Mixed
2016,Mostly Negative
2016,Mixed
9999,Mixed
2016,Very Positive
2016,Positive
2017,Positive
9999,Positive
9999,Mostly Positive
2016,Mostly Negative
2016,Mixed
2016,Positive
9999,Positive
2016,Mixed
2016,Mixed
2016,Mixed
2016,Mixed
2016,Mixed
2016,Positive
2016,Overwhelmingly Positive
9999,Mixed
2016,Mixed
2016,Mixed
2016,Very Positive
2016,Mostly Positive
2016,Positive
9999,Mostly Positive
2016,Mixed
2016,Mixed
9999,Mixed
2016,Very Positive
9999,Mixed
2016,Mixed
9999,Mostly Positive
2016,Overwhelmingly Positive
2016,Mostly Negative
2015,Very Positive
1999,Mixed
9999,Positive
2016,Overwhelmingly Positive
2016,Very Positive
2016,Positive
2016,Positive
2016,Mixed
9999,Mixed
2016,Mixed
2016,Positive
2016,Mixed
9999,Positive
2016,Mixed
2016,Mostly Negative
2016,Mixed
2016,Mostly Positive
2016,Mostly Positive
2016,Mixed
2016,Mixed
2016,Mostly Positive
2016,Mixed
2016,Very Positive
2016,Positive
2016,Mixed
2008,Very Positive
2016,Positive
2014,Very Positive
2016,Positive
2016,Mixed
2016,Mixed
2015,Mixed
2016,Positive
2016,Mostly Negative
2016,Mixed
2016,Mostly Negative
2016,Mixed
2016,Positive
2016,Very Positive
2016,Mostly Positive
2016,Very Positive
2016,Very Positive
2017,Very Positive
2016,Mixed
9999,Very Positive
2016,Positive
2016,Mixed
2016,Very Positive
2016,Positive
2016,Positive
9999,Positive
2016,Positive
2016,Very Positive
2016,Mostly Negative
2016,Mixed
2016,Mixed
2016,Very Positive
2016,Very Positive
2016,Positive
2016,Positive
2016,Mostly Positive
2004,Mostly Positive
2016,Mostly Negative
9999,Positive
2016,Very Positive
2016,Mixed
2016,Positive
2016,Very Positive
2016,Mixed
2016,Mixed
9999,Mixed
2016,Very Positive
2016,Mostly Negative
2016,Positive
9999,Positive
2016,Mixed
2016,Mixed
9999,Mostly Negative
2016,Mixed
2016,Positive
2016,Mixed
2016,Mixed
2016,Very Positive
2016,Very Positive
2016,Very Positive
2016,Mostly Positive
2016,Positive
2016,Mostly Positive
2016,Very Positive
2016,Mostly Positive
2016,Mixed
